session_id,auction_tier,round,event_choice,own_bid,bankroll,initial_bankroll,rounds_remaining,opponent_bid_count,opponent_bid_min,opponent_bid_median,opponent_bid_mean,opponent_bid_max,opponent_bid_sum,imputed_zero_row_count,alignment_status,alignment_confidence,alignment_observed_round,map_status,map_exact_counts_safe,map_track_count,map_rows,map_height_exact,map_canvas_height_exact,map_event_hint_count,map_protocol_matched_item_count,map_protocol_unmatched_item_count,map_protocol_conflict_count,map_protocol_usable_for_live_inference
session_f4eac3ebd9e32690,S,2,1,539542,26977101,27057101,4,3,200000,3000000,2905559.0,5516677,8716677,0,verified,0.9776663720607758,2,,,,,,,,,,,
session_f4eac3ebd9e32690,S,3,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_f4eac3ebd9e32690,S,4,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_f4eac3ebd9e32690,S,5,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_50437c00cacd137d,S,1,1,541947,27097380,27097380,5,3,3000000,4000000,4000000.0,5000000,12000000,0,verified,0.9730083167552948,1,,,,,,,,,,,
session_50437c00cacd137d,S,2,2,541947,27097380,27097380,4,3,3000000,5000000,4333333.333333,5000000,13000000,0,verified,0.9776663720607758,2,,,,,,,,,,,
session_50437c00cacd137d,S,3,3,541947,27097380,27097380,3,3,5000000,5500000,5833333.333333,7000000,17500000,0,verified,0.9796205560366312,3,,,,,,,,,,,
session_50437c00cacd137d,S,4,1,541947,27097380,27097380,2,3,5000000,6500000,6200000.0,7100000,18600000,0,verified,0.9708662390708923,4,,,,,,,,,,,
session_50437c00cacd137d,S,5,2,541947,27097380,27097380,1,3,5000000,7000000,6407407.333333,7222222,19222222,0,verified,0.971848863363266,5,,,,,,,,,,,
session_f6fb023e4e346d07,S,1,2,546574,27328741,27328741,5,3,2000000,2000000,2333333.333333,3000000,7000000,0,verified,0.9730083167552948,1,,,,,,,,,,,
session_f6fb023e4e346d07,S,2,3,546574,27328741,27328741,4,3,2000000,2000000,2333333.333333,3000000,7000000,0,verified,0.9776663720607758,2,,,,,,,,,,,
session_f6fb023e4e346d07,S,3,1,546574,27328741,27328741,3,3,0,2000000,1518518.333333,2555555,4555555,1,verified,0.9796205560366312,3,,,,,,,,,,,
session_f6fb023e4e346d07,S,4,2,546574,27328741,27328741,2,3,0,2000000,1518518.333333,2555555,4555555,1,verified,0.9708662390708923,4,,,,,,,,,,,
session_f6fb023e4e346d07,S,5,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_18c86c99f8d9dfc4,S,1,3,542574,27308741,27328741,5,3,0,8428,1336142.666667,4000000,4008428,1,verified,0.9730083167552948,1,,,,,,,,,,,
session_18c86c99f8d9dfc4,S,2,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_18c86c99f8d9dfc4,S,3,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_18c86c99f8d9dfc4,S,4,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_18c86c99f8d9dfc4,S,5,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_61091e55489bdeb1,S,1,1,549214,27460737,27460737,5,3,1200000,2000000,1900000.0,2500000,5700000,0,verified,0.9730083167552948,1,,,,,,,,,,,
session_61091e55489bdeb1,S,2,2,549214,27460737,27460737,4,3,0,1200000,1140740.666667,2222222,3422222,1,verified,0.9776663720607758,2,,,,,,,,,,,
session_61091e55489bdeb1,S,3,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_61091e55489bdeb1,S,4,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_61091e55489bdeb1,S,5,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_6f5da02ed18180f0,S,1,2,545214,27440737,27460737,5,3,3,4000000,3333334.666667,6000001,10000004,0,verified,0.9730083167552948,1,,,,,,,,,,,
session_6f5da02ed18180f0,S,2,3,1,27440737,27460737,4,3,5000000,5000000,5340000.0,6020000,16020000,0,verified,0.9776663720607758,2,,,,,,,,,,,
session_6f5da02ed18180f0,S,3,1,548814,27440737,27460737,3,3,0,5200000,3733333.333333,6000000,11200000,1,verified,0.9796205560366312,3,,,,,,,,,,,
session_6f5da02ed18180f0,S,4,2,548814,27440737,27460737,2,3,0,5000000,3600000.0,5800000,10800000,1,verified,0.9708662390708923,4,,,,,,,,,,,
session_6f5da02ed18180f0,S,5,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_d757a583b1a91a39,S,1,3,551252,27562645,27562645,5,3,3000000,3088928,3362976.0,4000000,10088928,0,verified,0.9730083167552948,1,,,,,,,,,,,
session_d757a583b1a91a39,S,2,1,551252,27562645,27562645,4,3,3000000,3088928,3496309.333333,4400000,10488928,0,verified,0.9776663720607758,2,,,,,,,,,,,
session_d757a583b1a91a39,S,3,2,551252,27562645,27562645,3,3,3000000,3088928,3129642.666667,3300000,9388928,0,verified,0.9796205560366312,3,,,,,,,,,,,
session_d757a583b1a91a39,S,4,3,551252,27562645,27562645,2,3,3000000,3088928,3129642.666667,3300000,9388928,0,verified,0.9708662390708923,4,,,,,,,,,,,
session_d757a583b1a91a39,S,5,1,551252,27562645,27562645,1,3,3000032,3088928,3196320.0,3500000,9588960,0,verified,0.971848863363266,5,,,,,,,,,,,
session_da2b746c1b5fb352,S,1,1,549068,27551722,27562645,5,3,1200000,2000000,1733333.333333,2000000,5200000,0,verified,0.9730083167552948,1,,,,,,,,,,,
session_da2b746c1b5fb352,S,2,2,551034,27551722,27562645,4,3,1500000,2000000,2000000.0,2500000,6000000,0,verified,0.9776663720607758,2,,,,,,,,,,,
session_da2b746c1b5fb352,S,3,3,551034,27551722,27562645,3,3,1500000,2500000,2866666.666667,4600000,8600000,0,verified,0.9796205560366312,3,,,,,,,,,,,
session_da2b746c1b5fb352,S,4,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_da2b746c1b5fb352,S,5,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_b5d95fa1f5586c99,S,1,2,545068,27531722,27562645,5,3,2600000,3000000,3200000.0,4000000,9600000,0,verified,0.9730083167552948,1,,,,,,,,,,,
session_b5d95fa1f5586c99,S,2,3,550634,27531722,27562645,4,3,2600000,4000000,3758504.333333,4675513,11275513,0,verified,0.9776663720607758,2,,,,,,,,,,,
session_b5d95fa1f5586c99,S,3,1,550634,27531722,27562645,3,3,0,3380000,2460000.0,4000000,7380000,1,verified,0.9796205560366312,3,,,,,,,,,,,
session_b5d95fa1f5586c99,S,4,2,550634,27531722,27562645,2,3,1000000,3380000,2793333.333333,4000000,8380000,0,verified,0.9708662390708923,4,,,,,,,,,,,
session_b5d95fa1f5586c99,S,5,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_eb1ec7b642389665,S,1,3,555715,27785753,27785753,5,3,0,3000000,2333333.333333,4000000,7000000,1,verified,0.9730083167552948,1,,,,,,,,,,,
session_eb1ec7b642389665,S,2,1,1,27785753,27785753,4,3,0,0,333333.333333,1000000,1000000,2,verified,0.9776663720607758,2,,,,,,,,,,,
session_eb1ec7b642389665,S,3,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_eb1ec7b642389665,S,4,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_eb1ec7b642389665,S,5,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_1c09bbfbb02cc26e,S,1,1,551715,27765753,27785753,5,3,666666,2000000,2222222.0,4000000,6666666,0,verified,0.9730083167552948,1,,,,,,,,,,,
session_1c09bbfbb02cc26e,S,2,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_1c09bbfbb02cc26e,S,3,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_1c09bbfbb02cc26e,S,4,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_1c09bbfbb02cc26e,S,5,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_3643fef85c5d2f1d,S,1,2,547715,27745753,27785753,5,3,1145141,2000000,2448380.333333,4200000,7345141,0,verified,0.9730083167552948,1,,,,,,,,,,,
session_3643fef85c5d2f1d,S,2,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_3643fef85c5d2f1d,S,3,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_3643fef85c5d2f1d,S,4,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_3643fef85c5d2f1d,S,5,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_8cb17dbc8c196f0e,S,1,3,557901,27895070,27895070,5,3,2000000,2000000,2333333.333333,3000000,7000000,0,verified,0.9730083167552948,1,,,,,,,,,,,
session_8cb17dbc8c196f0e,S,2,1,557901,27895070,27895070,4,3,2000000,3000000,2666666.666667,3000000,8000000,0,verified,0.9776663720607758,2,,,,,,,,,,,
session_8cb17dbc8c196f0e,S,3,2,557901,27895070,27895070,3,3,2400000,3000000,2800000.333333,3000001,8400001,0,verified,0.9796205560366312,3,,,,,,,,,,,
session_8cb17dbc8c196f0e,S,4,3,557901,27895070,27895070,2,3,0,3000003,2166667.666667,3500000,6500003,1,verified,0.9708662390708923,4,,,,,,,,,,,
session_8cb17dbc8c196f0e,S,5,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_52176d588ef25cbe,S,1,1,553901,27875070,27895070,5,3,0,2699999,2233333.0,4000000,6699999,1,verified,0.9730083167552948,1,,,,,,,,,,,
session_52176d588ef25cbe,S,2,2,1,27875070,27895070,4,3,0,2699999,2233333.0,4000000,6699999,1,verified,0.9776663720607758,2,,,,,,,,,,,
session_52176d588ef25cbe,S,3,3,1,27875070,27895070,3,3,0,3566666,2455555.333333,3800000,7366666,1,verified,0.9796205560366312,3,,,,,,,,,,,
session_52176d588ef25cbe,S,4,1,1,27875070,27895070,2,3,0,3566666,2455555.333333,3800000,7366666,1,verified,0.9708662390708923,4,,,,,,,,,,,
session_52176d588ef25cbe,S,5,2,1,27875070,27895070,1,3,0,3650000,2438888.666667,3666666,7316666,1,verified,0.971848863363266,5,,,,,,,,,,,
session_106ff61c57bde0e8,S,1,2,549901,27855070,27895070,5,3,2000000,2000000,2166666.666667,2500000,6500000,0,verified,0.9730083167552948,1,,,,,,,,,,,
session_106ff61c57bde0e8,S,2,3,557101,27855070,27895070,4,3,2500000,2500000,2666666.666667,3000000,8000000,0,verified,0.9776663720607758,2,,,,,,,,,,,
session_106ff61c57bde0e8,S,3,1,557101,27855070,27895070,3,3,2500000,3000000,2833333.333333,3000000,8500000,0,verified,0.9796205560366312,3,,,,,,,,,,,
session_106ff61c57bde0e8,S,4,2,557101,27855070,27895070,2,3,2750000,3300000,3116667.0,3300001,9350001,0,verified,0.9708662390708923,4,,,,,,,,,,,
session_106ff61c57bde0e8,S,5,3,557101,27855070,27895070,1,3,3700000,4000000,3933333.333333,4100000,11800000,0,verified,0.971848863363266,5,,,,,,,,,,,
session_94b64ed42b8a59cb,S,1,3,545901,27835070,27895070,5,3,369520,1000000,1856506.666667,4200000,5569520,0,verified,0.9730083167552948,1,,,,,,,,,,,
session_94b64ed42b8a59cb,S,2,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_94b64ed42b8a59cb,S,3,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_94b64ed42b8a59cb,S,4,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_94b64ed42b8a59cb,S,5,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_f6ae2b96f8a3f73e,S,1,1,541901,27815070,27895070,5,3,0,0,383333.333333,1150000,1150000,2,verified,0.9730083167552948,1,,,,,,,,,,,
session_f6ae2b96f8a3f73e,S,2,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_f6ae2b96f8a3f73e,S,3,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_f6ae2b96f8a3f73e,S,4,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_f6ae2b96f8a3f73e,S,5,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_d2324e7d80fb1ded,S,1,2,537901,27795070,27895070,5,3,600000,1000000,1866666.666667,4000000,5600000,0,verified,0.9730083167552948,1,,,,,,,,,,,
session_d2324e7d80fb1ded,S,2,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_d2324e7d80fb1ded,S,3,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_d2324e7d80fb1ded,S,4,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_d2324e7d80fb1ded,S,5,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_9ed0a054dc86af1c,S,1,3,533901,27775070,27895070,5,3,0,2000000,1666666.666667,3000000,5000000,1,verified,0.9730083167552948,1,,,,,,,,,,,
session_9ed0a054dc86af1c,S,2,1,1,27775070,27895070,4,3,0,2000000,1666666.666667,3000000,5000000,1,verified,0.9776663720607758,2,,,,,,,,,,,
session_9ed0a054dc86af1c,S,3,2,1,27775070,27895070,3,3,0,1500000,1336286.666667,2508860,4008860,1,verified,0.9796205560366312,3,,,,,,,,,,,
session_9ed0a054dc86af1c,S,4,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_9ed0a054dc86af1c,S,5,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_86d2ebaaf76123f3,S,1,1,531063,27760880,27895070,5,3,0,3000000,2333333.333333,4000000,7000000,1,verified,0.9730083167552948,1,,,,,,,,,,,
session_86d2ebaaf76123f3,S,2,2,1,27760880,27895070,4,3,0,3500000,2500000.0,4000000,7500000,1,verified,0.9776663720607758,2,,,,,,,,,,,
session_86d2ebaaf76123f3,S,3,3,1,27760880,27895070,3,3,0,3500000,2433333.333333,3800000,7300000,1,verified,0.9796205560366312,3,,,,,,,,,,,
session_86d2ebaaf76123f3,S,4,1,1,27760880,27895070,2,3,0,3000000,2266666.666667,3800000,6800000,1,verified,0.9708662390708923,4,,,,,,,,,,,
session_86d2ebaaf76123f3,S,5,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_725156bd9a749365,S,1,2,527063,27740880,27895070,5,3,2000000,3000000,2833333.333333,3500000,8500000,0,verified,0.9730083167552948,1,,,,,,,,,,,
session_725156bd9a749365,S,2,3,554817,27740880,27895070,4,3,2000000,3000000,2833333.333333,3500000,8500000,0,verified,0.9776663720607758,2,,,,,,,,,,,
session_725156bd9a749365,S,3,1,554817,27740880,27895070,3,3,3000000,3000000,3166666.666667,3500000,9500000,0,verified,0.9796205560366312,3,,,,,,,,,,,
session_725156bd9a749365,S,4,2,554817,27740880,27895070,2,3,3300001,3500000,3450000.333333,3550000,10350001,0,verified,0.9708662390708923,4,,,,,,,,,,,
session_725156bd9a749365,S,5,3,554817,27740880,27895070,1,3,3550000,3630002,3615667.0,3666999,10847001,0,verified,0.971848863363266,5,,,,,,,,,,,
session_9b539def46afb4d3,S,1,3,523063,27720880,27895070,5,3,2800000,3000000,3600000.0,5000000,10800000,0,verified,0.9730083167552948,1,,,,,,,,,,,
session_9b539def46afb4d3,S,2,1,554417,27720880,27895070,4,3,4500000,5000000,4907407.333333,5222222,14722222,0,verified,0.9776663720607758,2,,,,,,,,,,,
session_9b539def46afb4d3,S,3,2,554417,27720880,27895070,3,3,0,4444444,3222222.0,5222222,9666666,1,verified,0.9796205560366312,3,,,,,,,,,,,
session_9b539def46afb4d3,S,4,3,554417,27720880,27895070,2,3,0,0,1600000.0,4800000,4800000,2,verified,0.9708662390708923,4,,,,,,,,,,,
session_9b539def46afb4d3,S,5,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_98edab3e88657055,S,1,1,519063,27700880,27895070,5,3,0,1500000,1333333.333333,2500000,4000000,1,verified,0.9730083167552948,1,,,,,,,,,,,
session_98edab3e88657055,S,2,2,1,27700880,27895070,4,3,0,1500000,1780000.0,3840000,5340000,1,verified,0.9776663720607758,2,,,,,,,,,,,
session_98edab3e88657055,S,3,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_98edab3e88657055,S,4,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_98edab3e88657055,S,5,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_305a030ef23d6eb7,S,1,2,515063,27680880,27895070,5,3,0,2000000,1333333.333333,2000000,4000000,1,verified,0.9730083167552948,1,,,,,,,,,,,
session_305a030ef23d6eb7,S,2,3,1,27680880,27895070,4,3,500000,2000000,1600000.0,2300000,4800000,0,verified,0.9776663720607758,2,,,,,,,,,,,
session_305a030ef23d6eb7,S,3,1,250000,27680880,27895070,3,3,650000,2000000,1650000.0,2300000,4950000,0,verified,0.9796205560366312,3,,,,,,,,,,,
session_305a030ef23d6eb7,S,4,2,325000,27680880,27895070,2,3,1000000,2300000,1933333.333333,2500000,5800000,0,verified,0.9708662390708923,4,,,,,,,,,,,
session_305a030ef23d6eb7,S,5,3,325000,27680880,27895070,1,3,100000,1000000,1200000.0,2500000,3600000,0,verified,0.971848863363266,5,,,,,,,,,,,
session_40dd56dbaf72cfc0,S,1,3,511063,27660880,27895070,5,3,0,2000000,2000000.0,4000000,6000000,1,verified,0.9730083167552948,1,,,,,,,,,,,
session_40dd56dbaf72cfc0,S,2,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_40dd56dbaf72cfc0,S,3,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_40dd56dbaf72cfc0,S,4,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_40dd56dbaf72cfc0,S,5,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_d5818f3d0481e84b,S,1,1,507063,27640880,27895070,5,3,1000000,2000000,2000000.0,3000000,6000000,0,verified,0.9730083167552948,1,,,,,,,,,,,
session_d5818f3d0481e84b,S,2,2,500000,27640880,27895070,4,3,2560000,3000000,2920000.0,3200000,8760000,0,verified,0.9776663720607758,2,,,,,,,,,,,
session_d5818f3d0481e84b,S,3,3,552817,27640880,27895070,3,3,2600000,3200000,3042666.666667,3328000,9128000,0,verified,0.9796205560366312,3,,,,,,,,,,,
session_d5818f3d0481e84b,S,4,1,552817,27640880,27895070,2,3,2600000,3520001,3382294.333333,4026882,10146883,0,verified,0.9708662390708923,4,,,,,,,,,,,
session_d5818f3d0481e84b,S,5,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_32b7abf8da97d168,S,1,2,548040,27845765,27895070,5,3,1500000,2000000,2166666.666667,3000000,6500000,0,verified,0.9730083167552948,1,,,,,,,,,,,
session_32b7abf8da97d168,S,2,3,556915,27845765,27895070,4,3,1500000,2000000,2166666.666667,3000000,6500000,0,verified,0.9776663720607758,2,,,,,,,,,,,
session_32b7abf8da97d168,S,3,1,556915,27845765,27895070,3,3,1500000,1500000,1666670.0,2000010,5000010,0,verified,0.9796205560366312,3,,,,,,,,,,,
session_32b7abf8da97d168,S,4,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_32b7abf8da97d168,S,5,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_d31665139f7807dd,S,1,3,544040,27825765,27895070,5,3,0,1000000,1000000.0,2000000,3000000,1,verified,0.9730083167552948,1,,,,,,,,,,,
session_d31665139f7807dd,S,2,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_d31665139f7807dd,S,3,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_d31665139f7807dd,S,4,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_d31665139f7807dd,S,5,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_24d7528882980c54,S,1,1,546615,27838642,27895070,5,3,1000000,2000000,2978454.0,5935362,8935362,0,verified,0.9730083167552948,1,,,,,,,,,,,
session_24d7528882980c54,S,2,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_24d7528882980c54,S,3,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_24d7528882980c54,S,4,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_24d7528882980c54,S,5,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_04fd3bd62c827f26,S,1,2,562096,28104822,28104822,5,3,0,1000000,1000000.0,2000000,3000000,1,verified,0.9730083167552948,1,,,,,,,,,,,
session_04fd3bd62c827f26,S,2,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_04fd3bd62c827f26,S,3,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_04fd3bd62c827f26,S,4,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_04fd3bd62c827f26,S,5,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_2bb8b627b615f56b,S,1,3,561464,28101660,28104822,5,3,2000000,3929267,3476422.333333,4500000,10429267,0,verified,0.9730083167552948,1,,,,,,,,,,,
session_2bb8b627b615f56b,S,2,1,562033,28101660,28104822,4,3,2000000,3929267,3309755.666667,4000000,9929267,0,verified,0.9776663720607758,2,,,,,,,,,,,
session_2bb8b627b615f56b,S,3,2,562033,28101660,28104822,3,3,3929267,4000000,3976422.333333,4000000,11929267,0,verified,0.9796205560366312,3,,,,,,,,,,,
session_2bb8b627b615f56b,S,4,3,562033,28101660,28104822,2,3,3929267,4000000,4109755.666667,4400000,12329267,0,verified,0.9708662390708923,4,,,,,,,,,,,
session_2bb8b627b615f56b,S,5,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_f7c91c69b13acf69,S,1,1,562631,28131567,28131567,5,3,1000000,3000000,2366666.666667,3100000,7100000,0,verified,0.9730083167552948,1,,,,,,,,,,,
session_f7c91c69b13acf69,S,2,2,500000,28131567,28131567,4,3,369000,1600000,1689666.666667,3100000,5069000,0,verified,0.9776663720607758,2,,,,,,,,,,,
session_f7c91c69b13acf69,S,3,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_f7c91c69b13acf69,S,4,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_f7c91c69b13acf69,S,5,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_ce2e8895ef1d7a9f,S,1,2,558631,28111567,28131567,5,3,1000000,3000000,2666666.666667,4000000,8000000,0,verified,0.9730083167552948,1,,,,,,,,,,,
session_ce2e8895ef1d7a9f,S,2,3,500000,28111567,28131567,4,3,1000000,3000000,2666666.666667,4000000,8000000,0,verified,0.9776663720607758,2,,,,,,,,,,,
session_ce2e8895ef1d7a9f,S,3,1,500000,28111567,28131567,3,3,2000000,2000000,2666666.666667,4000000,8000000,0,verified,0.9796205560366312,3,,,,,,,,,,,
session_ce2e8895ef1d7a9f,S,4,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_ce2e8895ef1d7a9f,S,5,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_08040f9e160dc0c8,S,1,3,554631,28091567,28131567,5,3,1000000,1500000,1666666.666667,2500000,5000000,0,verified,0.9730083167552948,1,,,,,,,,,,,
session_08040f9e160dc0c8,S,2,1,500000,28091567,28131567,4,3,1000000,1500000,1500000.0,2000000,4500000,0,verified,0.9776663720607758,2,,,,,,,,,,,
session_08040f9e160dc0c8,S,3,2,500000,28091567,28131567,3,3,1500000,2000000,2050000.0,2650000,6150000,0,verified,0.9796205560366312,3,,,,,,,,,,,
session_08040f9e160dc0c8,S,4,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_08040f9e160dc0c8,S,5,,,,,,0,,,,,,,,,,,,,,,,,,,,
session_f9ff292d1ef6fc0b,S,1,1,550631,28071567,28131567,5,3,0,3000000,2000000.0,3000000,6000000,1,verified,0.9730083167552948,1,,,,,,,,,,,
session_f9ff292d1ef6fc0b,S,2,2,1,28071567,28131567,4,3,0,3000000,2033333.333333,3100000,6100000,1,verified,0.9776663720607758,2,,,,,,,,,,,
session_f9ff292d1ef6fc0b,S,3,3,1,28071567,28131567,3,3,0,3100000,2066667.0,3100001,6200001,1,verified,0.9796205560366312,3,,,,,,,,,,,
session_f9ff292d1ef6fc0b,S,4,1,1,28071567,28131567,2,3,0,2800000,1966667.0,3100001,5900001,1,verified,0.9708662390708923,4,,,,,,,,,,,
